id,graph_order,acronym,name,color_hex_triplet,parent_structure_id,structure_id_path,annotated,voxel_count,subgraph_annotated,subgraph_voxel_count,volume_mm3,volume_cm3
13202,23,tSGps,SG in polysensory temporal cortex,A74677,15498.0,/10153/10154/10155/10156/10157/10506/11580/11598/15498/13202/,False,,False,,,
13206,24,tSGpi,SG in parainsular temporal cortex,A74677,15498.0,/10153/10154/10155/10156/10157/10506/11580/11598/15498/13206/,False,,False,,,
15499,25,tSGvl,SG in ventrolateral temporal cortex,A74677,11598.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/,False,,False,,,
13203,26,tSGml,SG in midlateral temporal cortex,A74677,15499.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/13203/,False,,False,,,
11601,27,tSGil,SG in inferolateral temporal cortex,A74677,15499.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11601/,False,,False,,,
11602,28,tSGmi,SG in midinferior temporal cortex,A74677,15499.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/,False,,False,,,
13204,29,tSG36,SG in rostral midinferior temporal cortex (area 36),A74677,11602.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/13204/,False,,False,,,
13205,30,tSGtf,SG in caudal midinferior temporal cortex (area TF),A74677,11602.0,/10153/10154/10155/10156/10157/10506/11580/11598/15499/11602/13205/,False,,False,,,
11603,31,tSGph,SG in posterior parahippocampal cortex,A74677,11598.0,/10153/10154/10155/10156/10157/10506/11580/11598/11603/,False,,False,,,
11604,32,tSGmt,SG in medial temporal-occipital cortex,A74677,11598.0,/10153/10154/10155/10156/10157/10506/11580/11598/11604/,False,,False,,,
11605,33,tSGlt,SG in lateral temporal-occipital cortex,A74677,11598.0,/10153/10154/10155/10156/10157/10506/11580/11598/11605/,False,,False,,,
11606,34,tSGtp,SG in temporal polar cortex,A74677,11598.0,/10153/10154/10155/10156/10157/10506/11580/11598/11606/,False,,False,,,
11588,35,oSG,SG in occipital neocortex,AE4125,11580.0,/10153/10154/10155/10156/10157/10506/11580/11588/,False,,False,,,
13201,36,oSGpro,SG in area prostriata,AE4125,11588.0,/10153/10154/10155/10156/10157/10506/11580/11588/13201/,False,,False,,,
11589,37,oSGv1,SG in primary visual cortex,AE4125,11588.0,/10153/10154/10155/10156/10157/10506/11580/11588/11589/,False,,False,,,
13200,38,oSGexs,SG in extrastriate cortex,AE4125,11588.0,/10153/10154/10155/10156/10157/10506/11580/11588/13200/,False,,False,,,
11590,39,oSGdm,SG in dorsomedial extrastriate cortex (V2),AE4125,13200.0,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11590/,False,,False,,,
11591,40,oSGvm,SG in ventromedial extrastriate cortex (VP),AE4125,13200.0,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11591/,False,,False,,,
11592,41,oSGml,SG in midlateral extrastriate cortex (area 19),AE4125,13200.0,/10153/10154/10155/10156/10157/10506/11580/11588/13200/11592/,False,,False,,,
12971,42,iSG,SG in insular neocortex,BA2E2E,11580.0,/10153/10154/10155/10156/10157/10506/11580/12971/,False,,False,,,
12972,43,iSGdg,SG in dysgranular insular cortex,BA2E2E,12971.0,/10153/10154/10155/10156/10157/10506/11580/12971/12972/,False,,False,,,
12973,44,iSGg,SG in granular insular cortex,BA2E2E,12971.0,/10153/10154/10155/10156/10157/10506/11580/12971/12973/,False,,False,,,
12966,45,cSG,SG in cingulate neocortex,AD405B,11580.0,/10153/10154/10155/10156/10157/10506/11580/12966/,False,,False,,,
12967,46,cSGr,SG in rostral cingulate cortex,AD405B,12966.0,/10153/10154/10155/10156/10157/10506/11580/12966/12967/,False,,False,,,
12968,47,cSGmi,SG in midcingulate cortex,AD405B,12966.0,/10153/10154/10155/10156/10157/10506/11580/12966/12968/,False,,False,,,
12969,48,cSGc,SG in caudal cingulate cortex,AD405B,12966.0,/10153/10154/10155/10156/10157/10506/11580/12966/12969/,False,,False,,,
12970,49,cSGsg,SG in subgenual (subcallosal) cingulate cortex,AD405B,12966.0,/10153/10154/10155/10156/10157/10506/11580/12966/12970/,False,,False,,,
12974,50,peSG,SG in periallocortex,99775C,11580.0,/10153/10154/10155/10156/10157/10506/11580/12974/,False,,False,,,
13213,51,SGPC,SG in perirhinal cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/13213/,False,,False,,,
12979,52,SGpcr,SG in rostral perirhinal cortex,99775C,13213.0,/10153/10154/10155/10156/10157/10506/11580/12974/13213/12979/,False,,False,,,
13214,53,SGpcc,SG in caudal perirhinal cortex,99775C,13213.0,/10153/10154/10155/10156/10157/10506/11580/12974/13213/13214/,False,,False,,,
13273,54,SGpas,SG in parasubicular cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/13273/,False,,False,,,
12975,55,SGec,SG in entorhinal cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/,False,,False,,,
13212,56,SGecl,SG in lateral (anterior) entorhinal cortex,99775C,12975.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/,False,,False,,,
12976,57,SGEo,SG in olfactory entorhinal cortex,99775C,13212.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/12976/,False,,False,,,
12977,58,SGEr,SG in rostral entorhinal cortex,99775C,13212.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13212/12977/,False,,False,,,
13211,59,SGecm,SG in medial (posterior) entorhinal cortex,99775C,12975.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13211/,False,,False,,,
12978,60,SGEc,SG in caudal entorhinal cortex,99775C,13211.0,/10153/10154/10155/10156/10157/10506/11580/12974/12975/13211/12978/,False,,False,,,
13210,61,SGprs,SG in presubicular cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/13210/,False,,False,,,
13274,62,SGprsr,SG in rostral presubicular cortex,99775C,13210.0,/10153/10154/10155/10156/10157/10506/11580/12974/13210/13274/,False,,False,,,
13275,63,SGprsc,SG in caudal presubicular cortex,99775C,13210.0,/10153/10154/10155/10156/10157/10506/11580/12974/13210/13275/,False,,False,,,
12980,64,SGrs,SG in retrosplenial cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/12980/,False,,False,,,
13276,65,SGIag,SG in agranular insular cortex,99775C,12974.0,/10153/10154/10155/10156/10157/10506/11580/12974/13276/,False,,False,,,
13207,66,alSG,SG in allocortex,5D457F,11580.0,/10153/10154/10155/10156/10157/10506/11580/13207/,False,,False,,,
13208,67,SGhip,SG in hippocampal proper,5D457F,13207.0,/10153/10154/10155/10156/10157/10506/11580/13207/13208/,False,,False,,,
13209,68,SGsub,SG in subicular cortex,5D457F,13207.0,/10153/10154/10155/10156/10157/10506/11580/13207/13209/,False,,False,,,
13277,69,SGpir,SG in piriform cortex,5D457F,13207.0,/10153/10154/10155/10156/10157/10506/11580/13207/13277/,False,,False,,,
146034614,70,SGiag,SG in agranular insular cortex,5D457F,13207.0,/10153/10154/10155/10156/10157/10506/11580/13207/146034614/,False,,False,,,
10508,71,MZ,marginal zone,DFCECE,10506.0,/10153/10154/10155/10156/10157/10506/10508/,False,,False,,,
10509,72,fMZ,MZ in frontal neocortex,EEE0A8,10508.0,/10153/10154/10155/10156/10157/10506/10508/10509/,False,,False,,,
11612,73,fMZfp,MZ in frontal polar cortex,EEE0A8,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11612/,False,,False,,,
11607,74,fMZdm,MZ in dorsomedial frontal cortex,EEE0A8,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11607/,False,,False,,,
11610,75,fMZdl,MZ in dorsolateral prefrontal cortex,EEE0A8,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11610/,False,,False,,,
11611,76,fMZvl,MZ in ventrolateral prefrontal cortex,EEE0A8,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11611/,False,,False,,,
11608,77,fMZor,MZ in orbital frontal cortex,E2D4A7,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11608/,False,,False,,,
11609,78,fMZm1,MZ in posteror frontal cortex (motor cortex),FCE691,10509.0,/10153/10154/10155/10156/10157/10506/10508/10509/11609/,False,,False,,,
10511,79,pMZ,MZ in parietal neocortex,F0DABE,10508.0,/10153/10154/10155/10156/10157/10506/10508/10511/,False,,False,,,
11617,80,pMZs1,MZ in primary somatosensory cortex,EFCEB6,10511.0,/10153/10154/10155/10156/10157/10506/10508/10511/11617/,False,,False,,,
11620,81,pMZdm,MZ in dorsomedial parietal cortex,F0DABE,10511.0,/10153/10154/10155/10156/10157/10506/10508/10511/11620/,False,,False,,,
11618,82,pMZpd,MZ in posterodorsal (superior) parietal cortex,F0DABE,10511.0,/10153/10154/10155/10156/10157/10506/10508/10511/11618/,False,,False,,,
11619,83,pMZpv,MZ in posteroventral (inferior) parietal cortex,F0DABE,10511.0,/10153/10154/10155/10156/10157/10506/10508/10511/11619/,False,,False,,,
10512,84,tMZ,MZ in temporal neocortex,F0D5E1,10508.0,/10153/10154/10155/10156/10157/10506/10508/10512/,False,,False,,,
15500,85,tMZdl,MZ in dorsolateral temporal cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/15500/,False,,False,,,
11621,86,tMZa1,MZ in primary auditory cortex,F0D5E1,15500.0,/10153/10154/10155/10156/10157/10506/10508/10512/15500/11621/,False,,False,,,
11622,87,tMZsl,MZ in superolateral temporal cortex,F0D5E1,15500.0,/10153/10154/10155/10156/10157/10506/10508/10512/15500/11622/,False,,False,,,
13082,88,tMZps,MZ in polysensory temporal cortex,F0D5E1,15500.0,/10153/10154/10155/10156/10157/10506/10508/10512/15500/13082/,False,,False,,,
13086,89,tMZpi,MZ in parainsular temporal cortex,F0D5E1,15500.0,/10153/10154/10155/10156/10157/10506/10508/10512/15500/13086/,False,,False,,,
15501,90,tMZvl,MZ in ventrolateral temporal cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/,False,,False,,,
13083,91,tMZml,MZ in midlateral temporal cortex,F0D5E1,15501.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/13083/,False,,False,,,
11623,92,tMZil,MZ in inferolateral temporal cortex,F0D5E1,15501.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11623/,False,,False,,,
11624,93,tMZmi,MZ in midinferior temporal cortex,F0D5E1,15501.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/,False,,False,,,
13084,94,tMZ36,MZ in rostral midinferior temporal cortex (area 36),F0D5E1,11624.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/13084/,False,,False,,,
13085,95,tMZtf,MZ in caudal midinferior temporal cortex (area TF),F0D5E1,11624.0,/10153/10154/10155/10156/10157/10506/10508/10512/15501/11624/13085/,False,,False,,,
11625,96,tMZph,MZ in posterior parahippocampal cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/11625/,False,,False,,,
11626,97,tMZmt,MZ in medial temporal-occipital cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/11626/,False,,False,,,
11627,98,tMZlt,MZ in lateral temporal-occipital cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/11627/,False,,False,,,
11628,99,tMZtp,MZ in temporal polar cortex,F0D5E1,10512.0,/10153/10154/10155/10156/10157/10506/10508/10512/11628/,False,,False,,,
10510,100,oMZ,MZ in occipital neocortex,EABFB0,10508.0,/10153/10154/10155/10156/10157/10506/10508/10510/,False,,False,,,
13081,101,oMZpro,MZ in area prostriata,EABFB0,10510.0,/10153/10154/10155/10156/10157/10506/10508/10510/13081/,False,,False,,,
11613,102,oMZv1,MZ in primary visual cortex,EABFB0,10510.0,/10153/10154/10155/10156/10157/10506/10508/10510/11613/,False,,False,,,
13080,103,oMZexs,MZ in extrastriate cortex,EABFB0,10510.0,/10153/10154/10155/10156/10157/10506/10508/10510/13080/,False,,False,,,
11614,104,oMZdm,MZ in dorsomedial extrastriate cortex (V2),EABFB0,13080.0,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11614/,False,,False,,,
11615,105,oMZvm,MZ in ventromedial extrastriate cortex (VP),EABFB0,13080.0,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11615/,False,,False,,,
11616,106,oMZml,MZ in midlateral extrastriate cortex (area 19),EABFB0,13080.0,/10153/10154/10155/10156/10157/10506/10508/10510/13080/11616/,False,,False,,,
11634,107,iMZ,MZ in insular neocortex,EDC9C0,10508.0,/10153/10154/10155/10156/10157/10506/10508/11634/,False,,False,,,
11635,108,iMZdg,MZ in dysgranular insular cortex,EDC9C0,11634.0,/10153/10154/10155/10156/10157/10506/10508/11634/11635/,False,,False,,,
11636,109,iMZgr,MZ in granular insular cortex,EDC9C0,11634.0,/10153/10154/10155/10156/10157/10506/10508/11634/11636/,False,,False,,,
11629,110,cMZ,MZ in cingulate neocortex,EFD1D4,10508.0,/10153/10154/10155/10156/10157/10506/10508/11629/,False,,False,,,
11630,111,cMZr,MZ in rostral cingulate cortex,EFD1D4,11629.0,/10153/10154/10155/10156/10157/10506/10508/11629/11630/,False,,False,,,
11631,112,cMZmi,MZ in midcingulate cortex,EFD1D4,11629.0,/10153/10154/10155/10156/10157/10506/10508/11629/11631/,False,,False,,,
11632,113,cMZc,MZ in caudal cingulate cortex,EFD1D4,11629.0,/10153/10154/10155/10156/10157/10506/10508/11629/11632/,False,,False,,,
11633,114,cMZsg,MZ in subgenual (subcallosal) cingulate cortex,EFD1D4,11629.0,/10153/10154/10155/10156/10157/10506/10508/11629/11633/,False,,False,,,
10514,115,peMZ,MZ in periallocortex,DCD0C6,10508.0,/10153/10154/10155/10156/10157/10506/10508/10514/,False,,False,,,
11645,116,MZpc,MZ in perirhinal cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/11645/,False,,False,,,
11646,117,MZpcr,MZ in rostral perirhinal cortex,DCD0C6,11645.0,/10153/10154/10155/10156/10157/10506/10508/10514/11645/11646/,False,,False,,,
11647,118,MZpcc,MZ in caudal perirhinal cortex,DCD0C6,11645.0,/10153/10154/10155/10156/10157/10506/10508/10514/11645/11647/,False,,False,,,
13278,119,MZpas,MZ in parasubicular cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/13278/,False,,False,,,
11641,120,MZEC,MZ in entorhinal cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/,False,,False,,,
13094,121,MZlec,MZ in lateral (anterior) entorhinal cortex,DCD0C6,11641.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/,False,,False,,,
11642,122,MZeo,MZ in olfactory entorhinal cortex,DCD0C6,13094.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/11642/,False,,False,,,
11643,123,Mzer,MZ in rostral entorhinal cortex,DCD0C6,13094.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13094/11643/,False,,False,,,
13093,124,MZmec,MZ in medial (posterior) entorhinal cortex,DCD0C6,11641.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13093/,False,,False,,,
11644,125,MZec,MZ in caudal entorhinal cortex,DCD0C6,13093.0,/10153/10154/10155/10156/10157/10506/10508/10514/11641/13093/11644/,False,,False,,,
11640,126,MZprs,MZ in presubicular cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/11640/,False,,False,,,
13091,127,MZprsr,MZ in rostral presubicular cortex,DCD0C6,11640.0,/10153/10154/10155/10156/10157/10506/10508/10514/11640/13091/,False,,False,,,
13092,128,MZprsc,MZ in caudal presubicular cortex (postsubiculum),DCD0C6,11640.0,/10153/10154/10155/10156/10157/10506/10508/10514/11640/13092/,False,,False,,,
11648,129,MZrs,MZ in retrosplenial cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/11648/,False,,False,,,
13279,130,MZIag,MZ in agranular insular cortex,DCD0C6,10514.0,/10153/10154/10155/10156/10157/10506/10508/10514/13279/,False,,False,,,
10513,131,alMZ,MZ in allocortex,D1CEE2,10508.0,/10153/10154/10155/10156/10157/10506/10508/10513/,False,,False,,,
11637,132,MZhip,MZ in hippocampal proper,D1CEE2,10513.0,/10153/10154/10155/10156/10157/10506/10508/10513/11637/,False,,False,,,
13087,133,MZhipr,MZ in rostral hippocampal proper,D1CEE2,11637.0,/10153/10154/10155/10156/10157/10506/10508/10513/11637/13087/,False,,False,,,
13088,134,MZhipc,MZ in caudal hippocampal proper,D1CEE2,11637.0,/10153/10154/10155/10156/10157/10506/10508/10513/11637/13088/,False,,False,,,
11638,135,MZsub,MZ in subicular cortex,D1CEE2,10513.0,/10153/10154/10155/10156/10157/10506/10508/10513/11638/,False,,False,,,
13089,136,MZsubr,MZ in rostral subicular cortex,D1CEE2,11638.0,/10153/10154/10155/10156/10157/10506/10508/10513/11638/13089/,False,,False,,,
13090,137,MZsubc,MZ in caudal subicular cortex,D1CEE2,11638.0,/10153/10154/10155/10156/10157/10506/10508/10513/11638/13090/,False,,False,,,
11639,138,MZpir,MZ in piriform cortex,D1CEE2,10513.0,/10153/10154/10155/10156/10157/10506/10508/10513/11639/,False,,False,,,
146034618,139,MZiag,MZ in agranular insular cortex,D1CEE2,10513.0,/10153/10154/10155/10156/10157/10506/10508/10513/146034618/,False,,False,,,
10515,140,CP,cortical plate,81696B,10506.0,/10153/10154/10155/10156/10157/10506/10515/,False,,False,,,
10516,141,fCP,CP in frontal neocortex,806D2C,10515.0,/10153/10154/10155/10156/10157/10506/10515/10516/,False,,False,,,
11664,142,fCPfp,CP in frontal polar cortex,806D2C,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11664/,False,,False,,,
11665,143,fCPfpo,outer CP in frontal polar cortex,806D2C,11664.0,/10153/10154/10155/10156/10157/10506/10515/10516/11664/11665/,False,,False,,,
11666,144,fCPfpi,inner CP in frontal polar cortex,806D2C,11664.0,/10153/10154/10155/10156/10157/10506/10515/10516/11664/11666/,False,,False,,,
11649,145,fCPdm,CP in dorsomedial frontal cortex,806D2C,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11649/,False,,False,,,
11650,146,fCPdmo,outer CP in dorsomedial frontal cortex,806D2C,11649.0,/10153/10154/10155/10156/10157/10506/10515/10516/11649/11650/,False,,False,,,
11651,147,fCPdmi,inner CP in dorsomedial frontal cortex,8D762D,11649.0,/10153/10154/10155/10156/10157/10506/10515/10516/11649/11651/,False,,False,,,
11658,148,fCPdl,CP in dorsolateral prefrontal cortex,806D2C,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11658/,False,,False,,,
11659,149,fCPdlo,outer CP in dorsolateral prefrontal cortex,806D2C,11658.0,/10153/10154/10155/10156/10157/10506/10515/10516/11658/11659/,False,,False,,,
11660,150,fCPdli,inner CP in dorsolateral prefrontal cortex,8D762D,11658.0,/10153/10154/10155/10156/10157/10506/10515/10516/11658/11660/,False,,False,,,
11661,151,fCPvl,CP in ventrolateral prefrontal cortex,806D2C,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11661/,False,,False,,,
11662,152,fCPvlo,outer CP in ventrolateral prefrontal cortex,806D2C,11661.0,/10153/10154/10155/10156/10157/10506/10515/10516/11661/11662/,False,,False,,,
11663,153,fCPvli,inner CP in ventrolateral prefrontal cortex,8D762D,11661.0,/10153/10154/10155/10156/10157/10506/10515/10516/11661/11663/,False,,False,,,
11652,154,fCPor,CP in orbital frontal cortex,8E712C,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11652/,False,,False,,,
11653,155,fCPoro,outer CP in orbital frontal cortex,8E712C,11652.0,/10153/10154/10155/10156/10157/10506/10515/10516/11652/11653/,False,,False,,,
11654,156,fCPori,inner CP in orbital frontal cortex,967A2F,11652.0,/10153/10154/10155/10156/10157/10506/10515/10516/11652/11654/,False,,False,,,
11655,157,fCPm1,CP in posterior frontal cortex (motor cortex),7B7248,10516.0,/10153/10154/10155/10156/10157/10506/10515/10516/11655/,False,,False,,,
11656,158,fCPm1o,outer CP in posteror frontal cortex (motor cortex),7B7248,11655.0,/10153/10154/10155/10156/10157/10506/10515/10516/11655/11656/,False,,False,,,
11657,159,fCPm1i,inner CP in posteror frontal cortex (motor cortex),8A8047,11655.0,/10153/10154/10155/10156/10157/10506/10515/10516/11655/11657/,False,,False,,,
10518,160,pCP,CP in parietal neocortex,AE7B2C,10515.0,/10153/10154/10155/10156/10157/10506/10515/10518/,False,,False,,,
11679,161,pCPs1,CP in primary somatosensory cortex,B45D27,10518.0,/10153/10154/10155/10156/10157/10506/10515/10518/11679/,False,,False,,,
11680,162,pCPs1o,outer CP in primary somatosensory cortex,B45D27,11679.0,/10153/10154/10155/10156/10157/10506/10515/10518/11679/11680/,False,,False,,,
11681,163,pCPs1i,inner CP in primary somatosensory cortex,C16328,11679.0,/10153/10154/10155/10156/10157/10506/10515/10518/11679/11681/,False,,False,,,
11688,164,pCPdm,CP in dorsomedial parietal cortex (area 7m),AE7B2C,10518.0,/10153/10154/10155/10156/10157/10506/10515/10518/11688/,False,,False,,,
11689,165,pCPdmo,outer CP in dorsomedial parietal cortex (area 7m),AE7B2C,11688.0,/10153/10154/10155/10156/10157/10506/10515/10518/11688/11689/,False,,False,,,
11690,166,pCPdmi,inner CP in dorsomedial parietal cortex (area 7m),B8802D,11688.0,/10153/10154/10155/10156/10157/10506/10515/10518/11688/11690/,False,,False,,,
11682,167,pCPpd,CP in posterosuperior (dorsal) parietal cortex,AE7B2C,10518.0,/10153/10154/10155/10156/10157/10506/10515/10518/11682/,False,,False,,,
11683,168,pCPpdo,outer CP in posterosuperior (dorsal) parietal cortex,AE7B2C,11682.0,/10153/10154/10155/10156/10157/10506/10515/10518/11682/11683/,False,,False,,,
11684,169,pCPpdi,inner CP in posterosuperior (dorsal) parietal cortex,B8802D,11682.0,/10153/10154/10155/10156/10157/10506/10515/10518/11682/11684/,False,,False,,,
11685,170,pCPpv,CP in posteroinferior (ventral) parietal cortex,AE7B2C,10518.0,/10153/10154/10155/10156/10157/10506/10515/10518/11685/,False,,False,,,
11686,171,pCPpvo,outer CP in posteroinferior (ventral) parietal cortex,AE7B2C,11685.0,/10153/10154/10155/10156/10157/10506/10515/10518/11685/11686/,False,,False,,,
11687,172,pCPpvi,inner CP in posteroinferior (ventral) parietal cortex,B8802D,11685.0,/10153/10154/10155/10156/10157/10506/10515/10518/11685/11687/,False,,False,,,
10519,173,tCP,CP in temporal neocortex,A74677,10515.0,/10153/10154/10155/10156/10157/10506/10515/10519/,False,,False,,,
15502,174,tCPdl,CP in dorsolateral temporal cortex,A74677,10519.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/,False,,False,,,
11691,175,tCPa1,CP in primary auditory cortex,A74677,15502.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/,False,,False,,,
11692,176,tCPa1o,outer CP in primary auditory cortex,A74677,11691.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/11692/,False,,False,,,
11693,177,tCPa1i,inner CP in primary auditory cortex,B04A7E,11691.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11691/11693/,False,,False,,,
11694,178,tCPsl,CP in superolateral temporal cortex,A74677,15502.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/,False,,False,,,
11695,179,tCPslo,outer CP in superolateral temporal cortex,A74677,11694.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/11695/,False,,False,,,
11696,180,tCPsli,inner CP in superolateral temporal cortex,B04A7E,11694.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/11694/11696/,False,,False,,,
13097,181,tCPps,CP in polysensory temporal cortex,A74677,15502.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/13097/,False,,False,,,
13105,182,tCPpi,CP in parainsualr temporal cortex,A74677,15502.0,/10153/10154/10155/10156/10157/10506/10515/10519/15502/13105/,False,,False,,,
15503,183,tCPvl,CP in ventrolateral temporal cortex,A74677,10519.0,/10153/10154/10155/10156/10157/10506/10515/10519/15503/,False,,False,,,
13098,184,tCPml,CP in midlateral temporal cortex,A74677,15503.0,/10153/10154/10155/10156/10157/10506/10515/10519/15503/13098/,False,,False,,,
11697,185,tCPil,CP in inferolateral temporal cortex,A74677,15503.0,/10153/10154/10155/10156/10157/10506/10515/10519/15503/11697/,False,,False,,,
